"","title","comment_number","speaker","V1","index_words_start","index_words_end","index","negative","positive","sentiment","sum_sentiment","max","min","index_stan","speaker_viz","index_number"
"137","53_Clinton:","53","Clinton:","Clinton: Well, that's because he would rather have a puppet as president of the United States.",1434,1436,53,1,0,-1,-1,53,1,100,0,137
"138","54_Trump:","54","Trump:","Trump: No puppet. You're the puppet.",1437,1438,54,2,0,-2,-2,54,1,100,0,138
"139","55_Clinton:","55","Clinton:","Clinton: It is pretty clear you won't admit that the Russians have engaged in cyber attacks against the United States of America. That you encouraged espionage against our people. That you are willing to spout the Putin line, sign up for his wish list, break up NATO, do whatever he wants to do. And that you continue to get help from him because he has a very clear favorite in this race. So I think that this is such an unprecedented situation. We've never had a foreign government trying to interfere in our election. We have 17, 17 intelligence agencies, civilian and military who have all concluded that these espionage attacks, these cyber attacks, come from the highest levels of the Kremlin. And they are designed to influence our election. I find that deeply disturbing.",1439,1483,55,6,3,-3,-3,55,1,100,0,139
"140","6_Wallace:","6","Wallace:","Wallace: Mr. Trump, thank you. We now have about ten minutes for an open discussion. I want to focus on two issues that in fact, by the justices that you name, could end up changing the existing law of the land. First, is one that you mentioned Mr. Trump, and that is guns. Secretary Clinton, you said last year, and let me quote: “The Supreme Court is wrong on the second amendment.” And now, in fact, in the 2008 Heller case the court ruled that there is a constitutional right to bear arms, but a right that is reasonably limited. Those were the words of the judge Antonin Scalia, who wrote the decision. What's wrong with that?",299,334,6,4,3,-1,-1,6,1,100,0,140
"141","61_Clinton:","61","Clinton:","Clinton: I am quoting 17, 17 -- do you doubt?",1492,1495,61,1,0,-1,-1,61,1,100,0,141
"142","64_Trump:","64","Trump:","Trump: Yeah, I doubt it, I doubt it.",1500,1502,64,2,0,-2,-2,64,1,100,0,142
"143","65_Clinton:","65","Clinton:","Clinton: He would rather believe Vladimir Putin than the military and civilian intelligence professionals who are sworn to protect us. I find that just absolutely --",1503,1511,65,0,2,2,2,65,1,100,0,143
"144","67_Wallace:","67","Wallace:","Wallace: Mr. Trump-",1516,1516,67,0,1,1,1,67,1,100,0,144
"145","68_Trump:","68","Trump:","Trump: Excuse me. Putin has outsmarted her in Syria, he’s outsmarted her every step of the way.",1517,1523,68,1,0,-1,-1,68,1,100,0,145
"146","69_Wallace:","69","Wallace:","Wallace: I do get to ask some questions. And I would like to ask you this direct question. The top national security officials of this country do believe that Russia has been behind these hacks. Even if you don't know for sure whether they are, do you condemn any interference by Russia in the American election?",1524,1538,69,3,1,-2,-2,69,1,100,0,146
"147","7_Clinton:","7","Clinton:","Clinton: Well, first of all, I support the second amendment. I lived in Arkansas for 18 wonderful years. I represented upstate New York. I understand and respect the tradition of gun ownership that goes back to the founding of our country, but I also believe that there can be and must be reasonable regulation. Because I support the second amendment doesn't mean that I want people who shouldn't have guns to be able to threaten you, kill you or members of your family. And so when I think about what we need to do, we have 33,000 people a year who die from guns. I think we need comprehensive background checks, need to close the online loophole, close the gun show loophole. There’s other matters that I think are sensible, that are the kinds of reforms that would make a difference, that are not in any way conflicting with the second amendment. You mentioned the Heller decision and what I was saying that you referenced, Chris, was that I disagreed with the way the court applied the second amendment in that case. Because what the District of Columbia was trying to do was to protect toddlers from guns. And so they wanted people with guns to safely store them. And the court did not accept that reasonable regulation but they've accepted many others. So I see no conflict between saving people's lives and defending the second amendment.",335,408,7,8,10,2,2,7,1,100,0,147
"148","71_Wallace:","71","Wallace:","Wallace: Do you condemn their interference?",1540,1541,71,2,0,-2,-2,71,1,100,0,148
"149","72_Trump:","72","Trump:","Trump: Of course I condemn, of course I condemn - I don't know Putin. I have no idea-",1542,1545,72,2,0,-2,-2,72,1,100,0,149
"150","74_Trump:","74","Trump:","Trump: I never met Putin. This is not my best friend. But if the United States got along with Russia, it wouldn't be so bad. Let me tell you, Putin has outsmarted her and Obama at every single step of the way. Whether it is Syria. You name it. Missiles. Take a look at the start-up that they signed. The Russians have said, according to many, many reports, I can't believe they allowed us to do this. They create warheads and we can't. The Russians can't believe it. She has been outsmarted by Putin and all you have to do is look at the Middle East. They’ve taken over. We've spent $6 trillion. They've taken over the Middle East. She has been outsmarted and outplayed worse than anybody I've ever seen in any government whatsoever.",1546,1581,74,2,0,-2,-2,74,1,100,0,150
"151","77_Clinton:","77","Clinton:","Clinton: I find it ironic that he is raising nuclear weapons. This is a person who has been very cavalier, even casual about the use of nuclear weapons.",1585,1593,77,1,0,-1,-1,77,1,100,0,151
"152","78_Trump:","78","Trump:","Trump: Wrong.",1594,1594,78,1,0,-1,-1,78,1,100,0,152
"153","79_Clinton:","79","Clinton:","Clinton: He has advocated more countries getting them. Japan, Korea, even Saudi Arabia. He’s said if we have them, why don't we use them which I think is terrifying. But here's the deal. The bottom line on nuclear weapons is that when the president gives the order, it must be followed. There is about four minutes between the order being given and the people responsible for launching nuclear weapons to do so. And that is why ten people who have had that awesome responsibility have come out and in an unprecedented way said they would not trust Donald Trump with the nuclear codes or to have his finger on the nuclear button.",1595,1627,79,0,4,4,4,79,1,100,0,153
"154","8_Wallace:","8","Wallace:","Wallace: Let me bring Mr. Trump in here. The bipartisan debate coalition got millions of votes on questions to ask here. And this was in fact one of the top questions that they got. How will you ensure the second amendment is protected? You just heard secretary Clinton's answer. Does she persuade you that while you may disagree on regulation, that in fact she in fact she supports the second amendment right to bear arms.",409,432,8,1,3,2,2,8,1,100,0,154
"155","80_Trump:","80","Trump:","Trump: I have 200 generals and admirals, 21 endorsing me. 21 congressional medal of honor recipients. As far as Japan and other countries, we are being ripped off by everybody in the world. We're defending other countries. We are spending a fortune doing it. They have the bargain of the century. All I said is we have to renegotiate these agreements. Because our country cannot afford to defend Saudi Arabia, Japan, Germany, South Korea, and many other places. We cannot continue to afford. She took that as saying nuclear weapons.",1628,1662,80,1,6,5,5,80,1,100,0,155
"156","82_Trump:","82","Trump:","Trump: Look. She's been proven to be a liar on so many different ways. This is just another lie.",1663,1665,82,2,1,-1,-1,82,1,100,0,156
"157","85_Clinton:","85","Clinton:","Clinton: Nuclear competition in Asia. You said go ahead. Enjoy yourselves, folks.",1669,1674,85,0,1,1,1,85,1,100,0,157
"158","87_Clinton:","87","Clinton:","Clinton: The United States has kept the peace through our alliances. Donald wants to tear up our alliances. I think it makes the world safer and frankly, it makes the United States safer. I would work with our allies in Asia, in Europe, in the Middle East and elsewhere. That is the only way --",1678,1695,87,0,1,1,1,87,1,100,0,158
"159","88_Wallace:","88","Wallace:","Wallace: We are going to move on to the next topic which is the economy. And I hope we handle that as well as we did immigration. You also have very different ideas about how to get the economy growing faster. Secretary Clinton, in your plan, government plays a big role. You see more government spending, more entitlements, more tax credits, more tax penalties. Mr. Trump, you want to get government out with lower taxes and less regulation. We’re going to drill down into this a little bit more. In this overview, please explain to me why you believe your plan will create more jobs and growth for this country and your opponent's plan will not. In this round, you go first, secretary Clinton.",1696,1738,88,0,2,2,2,88,1,100,0,159
"160","89_Clinton:","89","Clinton:","Clinton: Well I think the middle class thrives, America thrives. So my plan is based on growing the economy, giving middle class families many more opportunities. I want us to have the biggest jobs program since World War II. Jobs in infrastructure and advanced manufacturing. I think we can compete with high wage countries and I believe we should. New jobs in clean energy. Not only to fight climate change, which is a serious problem but to create new opportunities and new businesses. I want us to do more to help small business, that’s where two-thirds of the new jobs are going to come from. I want to us raise the national minimum wage because people who work full time should not still be in poverty. And I sure do want to make sure women get equal pay for the work we do. I feel strongly that we have to have an education system that starts with preschool and goes through college. That’s why I want more technical education and community colleges, real apprenticeships to prepare young peel for the jobs of the future. I want to make college debt-free and for families making less than $125,000, you will not get a tuition bill from a public college or a university if the plan that I worked on with Bernie Sanders is enacted. And we're going to work hard to make sure that it is. Because we are going to go where the money is. Most of the gains in the last years since the great recession have gone to the very top. So we are going to have the wealthy pay their fair share. We're going to have corporations make a contribution greater than they are now to our country. That is a plan that has been analyzed by independent experts which said that it could produce 10 million new jobs. By contrast, Donald's plan has been analyzed to conclude it might lose 3.5 million jobs. Why? Because his whole plan is to cut taxes. To give the biggest tax breaks ever to the wealthy and to corporations. Adding $20 trillion to our debt and causing the kind of dislocation that we have seen before. Because it truly will be trickle down economics on steroids. So the plan I have I think will actually produce greater opportunities. The plan he has will cost us jobs and possibly lead to another great recession.",1739,1875,89,8,10,2,2,89,1,100,0,160
"161","9_Trump:","9","Trump:","Trump: Well the D.C. versus Heller decision was very strongly... and she was extremely angry about it. I watched. I mean, she was very, very angry when upheld. And Justice Scalia was so involved and it was a well crafted decision. But Hillary was extremely upset. Extremely angry. And people that believe in the second amendment and believe in it very strongly were very upset with what she had to say.",433,456,9,5,1,-4,-4,9,1,100,0,161
"162","90_Wallace:","90","Wallace:","Wallace: Secretary, thank you Mr. Trump, why will your plan create more jobs and growth than secretary Clinton?",1876,1883,90,0,1,1,1,90,1,100,0,162
"163","91_Trump:","91","Trump:","Trump: Well, first of all, before I start on my plan, her plan is going to raise taxes and even double your taxes. Her tax plan is a disaster. And she can say all she wants about college tuition. And I'm a big proponent. We're going to do a lot of things for college tuition but the rest the public is going to be paying for it. We will have a massive, massive tax increase under Hillary Clinton's plan. But I would like to start off where we left. Because when I said Japan and Germany and I'm not just singling them out. But South Korea, these are very rich countries. Saudi Arabia. Nothing but money. We protect Saudi Arabia. Why aren't they paying? She immediately, when she heard this, I questioned it, and I questioned NATO, why aren’t they NATO questioned? Why aren't they paying? Because they weren’t paying. Since I did this, this was a year ago. All of a sudden they're paying. And I've been given a lot of credit for it. All of a sudden, they're starting to pay up. They have to pay up. We're protecting people. They have to pay up. And I'm a big fan of NATO but they have to pay up. She comes out and says “we love our allies. We think our allies are great.” Well, it is awfully hard to get them to pay up when you have somebody saying we think how great they are. We have to tell Japan in a very nice way, we have to tell Germany, all of these countries, South Korea. We have to say, you have to help us out. We have, during his regime, during President Obama's regime, we've doubled our national debt. We're up to $20 trillion. So my plan, we’re going to negotiate trade deals. We’re going to have a lot of free trade. More free trade than we have right now. But we have horrible deals. Our jobs are being taken out by the deal that her husband signed. NAFTA. One of the worst deals ever. The jobs are being sucked out of our economy. You look at the places I just left. You go to Pennsylvania, you go to Ohio, you go to Florida, you go to any of them. You go to upstate New York. Our jobs have fled to Mexico and other places. We're bringing our jobs back. I'm going to renegotiate NAFTA. And if I can't make a great deal, then we're going to terminate NAFTA and we’re going to create new deals. We're going to have trade but we're going to terminate it. We're going on make a great trade deal. If we can't, we're going to go our separate way because it has been a disaster. We're going to cut taxes massively. We're going to cut business taxes massively. They're going to start hiring people we're going to bring the $2.5 trillion that’s offshore back into the country. We are going to start the engine rolling again because right now, our country is dying. At 1% GDP.",1884,2042,91,8,6,-2,-2,91,1,100,0,163
"164","94_Clinton:","94","Clinton:","Clinton: The fact is, he is going to advocate for the largest tax cuts we've ever seen. Three times more than the tax cuts under the Bush administration. I have said repeatedly throughout this campaign, I will not raise taxes on anyone making $250,000 or less. I also will not add a penny to the debt. I have costed out what I’m going to do. He will, through his massive tax cuts, add $20 trillion to the debt. He mentioned the debt. We know how to get control of the debt. When my husband was president, we went from a $300 billion deficit to a $200 billion surplus and we were actually on the path to eliminating the national debt. When President Obama came into office, he inherited the worst economic disaster since the great depression. He has cut the deficit by two-thirds. So yes, one of the ways you go after the debt, one of the ways you create jobs is by investing in people. So I do have investments. Investments in new jobs, investments in education, skill training, and the opportunities for people to get ahead and stay ahead. That's the kind of approach--",2045,2115,94,9,2,-7,-7,94,1,100,0,164
"165","96_Clinton:","96","Clinton:","Clinton: -- that will work. Cutting taxes on the wealthy. We've tried that. It has not worked the way that it has been --",2117,2119,96,0,1,1,1,96,1,100,0,165
"166","97_Wallace:","97","Wallace:","Wallace: Secretary Clinton, I want to pursue your plan because in many ways, it is similar to the Obama stimulus plan in 2009, which has led to the slowest GDP growth since 1949.",2120,2133,97,1,1,0,0,97,1,100,0,166
"167","98_Trump:","98","Trump:","Trump: Correct.",2134,2134,98,0,1,1,1,98,1,100,0,167
